Brand;Brand-href;car_details;car_details-href;car_name;start_price;variant;color
Isuzu;https://www.carwale.com/isuzu-cars/;Isuzu MU-X;https://www.carwale.com/isuzu-cars/mu-x/;Isuzu MU-X;? 23.99 Lakhs;"[{'variant':'4x2'},{'variant':'4x4'}]";"[{'color':'Silky White Pearl'},{'color':'Orchid Brown Mica'},{'color':'Cosmic Black Mica'},{'color':'Titanium Silver Metallic'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Gypsy;https://www.carwale.com/marutisuzuki-cars/gypsy/;Maruti Suzuki Gypsy;? 6.53 Lakhs;"[{'variant':'King ST BS-IV'},{'variant':'King HT BS-IV'}]";"[{'color':'Silky Silver'},{'color':'Superior White'},{'color':'Ruby Red'},{'color':'Dolphin Blue'},{'color':'Harvest Green'}]"
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai Grand i10;https://www.carwale.com/hyundai-cars/grand-i10/;Hyundai Grand i10;? 4.69 Lakhs;"[{'variant':'Era 1.2 Kappa VTVT'},{'variant':'Magna 1.2 Kappa VTVT'},{'variant':'Sportz 1.2 Kappa VTVT'},{'variant':'Era U2 1.2 CRDi'},{'variant':'Sportz (O) 1.2 Kappa VTVT'},{'variant':'Magna AT 1.2 Kappa VTVT'},{'variant':'Magna U2 1.2 CRDi'},{'variant':'Asta 1.2 Kappa VTVT'},{'variant':'Sportz U2 1.2 CRDi'},{'variant':'Sportz (O) AT 1.2 Kappa VTVT'},{'variant':'Sportz (O) U2 1.2 CRDi'},{'variant':'Asta U2 1.2 CRDi'}]";"[{'color':'Golden Orange'},{'color':'Polar White'},{'color':'Red Passion'},{'color':'Sleek Silver'},{'color':'Star Dust'},{'color':'Marina Blue'}]"
Aston Martin;https://www.carwale.com/astonmartin-cars/;Aston Martin Vanquish;https://www.carwale.com/astonmartin-cars/vanquish/;Aston Martin Vanquish;? 5.5 Crores;"[{'variant':'V12'}]";"[{'color':'Jet Black'},{'color':'Midnight Blue'},{'color':'Silver Fox'},{'color':'Meteorite Silver'},{'color':'China Grey'},{'color':'Stratus White'},{'color':'Silver Blonde'},{'color':'Mariana Blue'},{'color':'Appletree Green'},{'color':'Selene Bronze'},{'color':'Onyx Black'},{'color':'Tungsten Silver'},{'color':'Marron Black'},{'color':'Madagascar Orange'},{'color':'Mako Blue'},{'color':'Cinnabar Orange'},{'color':'Volcano Red'},{'color':'Viridian Green'},{'color':'Grey Bull'},{'color':'Hardly Green'},{'color':'Hammerhead Silver'},{'color':'Cobalt Blue'},{'color':'Arizona Bronze'},{'color':'Sea Storm'},{'color':'Concours Blue'},{'color':'Lightning Silver'},{'color':'Quantum Silver'},{'color':'Ocellus Teal'},{'color':'Divine Red'},{'color':'Sunburst Yellow'},{'color':'Skyfall Silver'},{'color':'Storm Black'},{'color':'Diavolo Red'},{'color':'Kopi Bronze'},{'color':'Morning Frost White'},{'color':'Yellow Tang'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Alto 800;https://www.carwale.com/marutisuzuki-cars/alto-800/;Maruti Suzuki Alto 800;? 2.63 Lakhs;"[{'variant':'STD'},{'variant':'STD (O)'},{'variant':'LX'},{'variant':'LX (O)'},{'variant':'LXI'},{'variant':'LXI (O)'},{'variant':'VXI'},{'variant':'VXI (O)'},{'variant':'LXI CNG'},{'variant':'LXI CNG (O)'}]";"[{'color':'Silky Silver'},{'color':'Superior White'},{'color':'Granite Grey'},{'color':'Blazing Red'},{'color':'Cerulean Blue'},{'color':'Mojito Green'}]"
Isuzu;https://www.carwale.com/isuzu-cars/;Isuzu MU7;https://www.carwale.com/isuzu-cars/mu7/;Isuzu MU7;? 21.7 Lakhs;"[{'variant':'High BS IV'},{'variant':'Base BS IV'},{'variant':'Premium AT'}]";"[{'color':'Sterling Silver Metallic'},{'color':'Silky White Pearl'},{'color':'Starry Black Mica'}]"
Mini;https://www.carwale.com/mini-cars/;Mini Countryman;https://www.carwale.com/mini-cars/countryman/;Mini Countryman;? 37.81 Lakhs;"[{'variant':'Cooper D'}]";"[{'color':'Blazing Red'},{'color':'Royal Grey'},{'color':'Absolute Black'},{'color':'Crystal Silver'},{'color':'Cosmic Blue'},{'color':'Jungle Green'},{'color':'Starlight Blue'},{'color':'Midnight Grey'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Ertiga;https://www.carwale.com/marutisuzuki-cars/ertiga/;Maruti Suzuki Ertiga;? 6.68 Lakhs;"[{'variant':'LXI'},{'variant':'LXI (O)'},{'variant':'VXI'},{'variant':'LDI SHVS'},{'variant':'VXI Limited Edition'},{'variant':'LDI (O) SHVS'},{'variant':'ZXI'},{'variant':'VXI CNG'},{'variant':'VDI SHVS'},{'variant':'VXI AT'},{'variant':'VDI Limited Edition'},{'variant':'ZXI+'},{'variant':'ZDI SHVS'},{'variant':'ZDI + SHVS'}]";"[{'color':'Serene Blue'},{'color':'Silky Silver'},{'color':'Pearl Blue Blaze'},{'color':'Granite Grey'},{'color':'Superior White'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra TUV300;https://www.carwale.com/mahindra-cars/tuv300/;Mahindra TUV300;? 7.65 Lakhs;"[{'variant':'T4'},{'variant':'T4 Plus'},{'variant':'T6'},{'variant':'T6 Plus'},{'variant':'T8'},{'variant':'T8 mHAWK100'},{'variant':'T6 Plus AMT'},{'variant':'T8 mHAWK100 Dual Tone'},{'variant':'T8 AMT'},{'variant':'T8 AMT mHAWK100'}]";"[{'color':'Bold Black'},{'color':'Molten Orange'},{'color':'Majestic Silver'},{'color':'Dynamo Red'},{'color':'Verve Blue'},{'color':'Glacier White'},{'color':'Majestic Silver/Black'}]"
Tata;https://www.carwale.com/tata-cars/;Tata Tiago;https://www.carwale.com/tata-cars/tiago/;Tata Tiago;? 3.46 Lakhs;"[{'variant':'Revotron XB'},{'variant':'Revotron XE'},{'variant':'Revotron XE (O)'},{'variant':'Revotorq XB'},{'variant':'Revotron XM'},{'variant':'Revotron XM (O)'},{'variant':'Revotron XT'},{'variant':'Revotorq XE'},{'variant':'Revotron XT (O)'},{'variant':'Revotorq XE (O)'},{'variant':'Revotorq XM'},{'variant':'Revotron XZ'},{'variant':'Revotorq XM (O)'},{'variant':'Revotorq XT'},{'variant':'Revotron XZA'},{'variant':'Revotorq XT (O)'},{'variant':'Revotorq XZ'}]";"[{'color':'Sunburst Orange'},{'color':'Pearlescent White'},{'color':'Expresso Brown'},{'color':'Striker Blue'},{'color':'Platinum Silver'},{'color':'Berry Red'}]"
Skoda;https://www.carwale.com/skoda-cars/;Skoda Octavia;https://www.carwale.com/skoda-cars/octavia/;Skoda Octavia;? 16.12 Lakhs;"[{'variant':'1.4  TSI Ambition'},{'variant':'2.0 TDI CR Ambition'},{'variant':'1.4 TSI Ambition Plus'},{'variant':'1.8 TSI Ambition Plus AT'},{'variant':'2.0 TDI CR Ambition Plus'},{'variant':'2.0 TDI CR Ambition Plus AT'},{'variant':'Onyx Edition Petrol'},{'variant':'1.8 TSI Style Plus AT'},{'variant':'Onyx Edition Diesel'},{'variant':'2.0 TDI CR Style Plus AT'}]";"[{'color':'Magic Black'},{'color':'Brilliant Silver'},{'color':'Candy White'},{'color':'Race Blue'},{'color':'Cappuccino Beige'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Wagon R 1.0;https://www.carwale.com/marutisuzuki-cars/wagonr10/;Maruti Suzuki Wagon R 1.0;? 4.3 Lakhs;"[{'variant':'LXi'},{'variant':'VXi'},{'variant':'LXi ABS'},{'variant':'LXi CNG'},{'variant':'VXI+'},{'variant':'VXi ABS'},{'variant':'VXi AMT'},{'variant':'LXi CNG (O)'},{'variant':'VXI+ (O)'},{'variant':'VXI+ AMT'},{'variant':'VXi AMT (O)'},{'variant':'VXI+ AMT (O)'}]";"[{'color':'Silky Silver'},{'color':'Glistening Grey'},{'color':'Superior White'},{'color':'Breeze Blue'},{'color':'Bakers Chocolate'},{'color':'Passion Red'},{'color':'Midnight Blue'}]"
Ssangyong;https://www.carwale.com/ssangyong-cars/;Ssangyong Rexton;https://www.carwale.com/ssangyong-cars/rexton/;Ssangyong Rexton;? 24.09 Lakhs;"[{'variant':'RX6'},{'variant':'RX7'}]";"[{'color':'Volcano Black'},{'color':'Satin White'},{'color':'Moondust Silver'},{'color':'Opulent Purple'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz GLC;https://www.carwale.com/mercedesbenz-cars/glc/;Mercedes-Benz GLC;? 53.33 Lakhs;"[{'variant':'220 d'},{'variant':'300'}]";"[{'color':'Obsidian Black'},{'color':'Iridium Silver'},{'color':'Citrine Brown'},{'color':'Cavansite Blue'},{'color':'Selenite Grey'},{'color':'Polar White'}]"
Jaguar;https://www.carwale.com/jaguar-cars/;Jaguar F-Type;https://www.carwale.com/jaguar-cars/ftype/;Jaguar F-Type;? 1.27 Crores;"[{'variant':'Coupe'},{'variant':'S Coupe'},{'variant':'S Convertible'},{'variant':'R Coupe'},{'variant':'R Convertible'},{'variant':'SVR Coupe'},{'variant':'SVR Convertible'}]";"[{'color':'Firesand Metallic'},{'color':'Black Amethyst Metallic'},{'color':'Ebony Black'},{'color':'Polaris White'},{'color':'Salsa Red'},{'color':'Rhodium Silver Metallic'},{'color':'Lunar Grey Metallic'},{'color':'Stratus Grey Metallic'},{'color':'Indigo Blue Metallic'},{'color':'Ultimate Black Metallic'},{'color':'Satellite Grey Metallic'},{'color':'British Racing Green Metallic'},{'color':'Italian Racing Red Metallic'}]"
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai Elite i20;https://www.carwale.com/hyundai-cars/elite-i20/;Hyundai Elite i20;? 5.46 Lakhs;"[{'variant':'Era 1.2'},{'variant':'Magna Executive 1.2'},{'variant':'Sportz 1.2'},{'variant':'Era 1.4 CRDI'},{'variant':'Asta 1.2'},{'variant':'Magna Executive 1.4 CRDI'},{'variant':'Asta 1.2 Dual Tone'},{'variant':'Sportz 1.4 CRDI'},{'variant':'Asta 1.2 (O)'},{'variant':'Asta 1.4 CRDI'},{'variant':'Asta 1.4 CRDI Dual Tone'},{'variant':'Asta 1.4 CRDI (O)'},{'variant':'Magna 1.4 AT'}]";"[{'color':'Red Passion'},{'color':'Sleek Silver'},{'color':'Polar White'},{'color':'Star Dust'},{'color':'Marina Blue'},{'color':'Red passion/Phantom Black'},{'color':'Polar White/Phantom Black'}]"
Volkswagen;https://www.carwale.com/volkswagen-cars/;Volkswagen GTI;https://www.carwale.com/volkswagen-cars/gti/;Volkswagen GTI;? 26.59 Lakhs;"[{'variant':'1.8 TSI'}]";"[{'color':'Reflex Silver'},{'color':'Pure White'},{'color':'Black'},{'color':'Flash Red'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra XUV500;https://www.carwale.com/mahindra-cars/xuv500/;Mahindra XUV500;? 12.49 Lakhs;"[{'variant':'W4 1.99'},{'variant':'W4'},{'variant':'W6 1.99'},{'variant':'W6'},{'variant':'W6 AT 1.99'},{'variant':'W6 AT'},{'variant':'W8 1.99'},{'variant':'W8'},{'variant':'W8 AWD'},{'variant':'W10 1.99'},{'variant':'W10'},{'variant':'W8 AT 1.99'},{'variant':'W8 AT'},{'variant':'W10 AT 1.99'},{'variant':'W10 AT'},{'variant':'W10 AWD'},{'variant':'W10 AWD AT'}]";"[{'color':'Sunset Orange'},{'color':'Pearl White'},{'color':'Opulent Purple'},{'color':'Volcano Black'},{'color':'Coral Red'},{'color':'Dolphin Grey'},{'color':'Moondust Silver'},{'color':'Lake Side Brown'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW 5 Series;https://www.carwale.com/bmw-cars/5series/;BMW 5 Series;? 54.34 Lakhs;"[{'variant':'520d Luxury Line'},{'variant':'520d M Sport'},{'variant':'530d M Sport'},{'variant':'M5'}]";"[{'color':'Black Sapphire Metallic'},{'color':'Alpine White'},{'color':'Imperial Blue Brilliant Effect'},{'color':'Sophisto Grey Brilliant Effect Metallic'},{'color':'Carbon Black Metallic'},{'color':'Jatoba Metallic'},{'color':'Callisto Grey Metallic'},{'color':'Mediterranean Blue Metallic'}]"
Hyundai;https://www.carwale.com/hyundai-cars/;Hyundai Xcent;https://www.carwale.com/hyundai-cars/xcent/;Hyundai Xcent;? 5.5 Lakhs;"[{'variant':'E'},{'variant':'E Plus'},{'variant':'E CRDi'},{'variant':'S'},{'variant':'SX'},{'variant':'E Plus CRDi'},{'variant':'S AT'},{'variant':'S CRDi'},{'variant':'SX (O)'},{'variant':'SX CRDi'},{'variant':'SX CRDi (O)'}]";"[{'color':'Sleek Silver'},{'color':'Star Dust'},{'color':'Wine Red'},{'color':'Polar White'},{'color':'Marina Blue'}]"
Ford;https://www.carwale.com/ford-cars/;Ford Figo;https://www.carwale.com/ford-cars/figo/;Ford Figo;? 4.82 Lakhs;"[{'variant':'Base 1.2 Ti-VCT'},{'variant':'Ambiente 1.2 Ti-VCT'},{'variant':'Ambiente 1.2 Ti-VCT ABS'},{'variant':'Trend 1.2 Ti-VCT'},{'variant':'Base 1.5 TDCi'},{'variant':'Titanium 1.2 Ti-VCT'},{'variant':'Titanium 1.2 Ti-VCT Opt'},{'variant':'Ambiente 1.5 TDCi'},{'variant':'Ambiente 1.5 TDCi ABS'},{'variant':'Titanium 1.2 Ti-VCT Sports Edition'},{'variant':'Titanium Plus 1.2 Ti-VCT'},{'variant':'Trend 1.5L TDCi'},{'variant':'Titanium1.5 TDCi'},{'variant':'Titanium 1.5 TDCi Opt'},{'variant':'Titanium 1.5 TDCi Sports Edition'},{'variant':'Titanium Plus 1.5 TDCi'},{'variant':'Titanium 1.5 Ti-VCT AT'}]";"[{'color':'Ruby Red'},{'color':'Absolute Black'},{'color':'Deep Impact Blue'},{'color':'Moondust Silver'},{'color':'Sparkling Gold'},{'color':'Oxford White'},{'color':'Smoke Grey'}]"
Toyota;https://www.carwale.com/toyota-cars/;Toyota Camry;https://www.carwale.com/toyota-cars/camry/;Toyota Camry;? 31.15 Lakhs;"[{'variant':'2.5L AT'},{'variant':'Hybrid'}]";"[{'color':'White Pearl Crystal Shine'},{'color':'Silver Metallic'},{'color':'Attitude Black'},{'color':'True Blue Mica Metallic'},{'color':'Dark Brown Mica Metallic'},{'color':'Greyish Blue Mica Metallic'},{'color':'Grey Metallic'}]"
Honda;https://www.carwale.com/honda-cars/;Honda City;https://www.carwale.com/honda-cars/city/;Honda City;? 8.79 Lakhs;"[{'variant':'Honda City S Petrol'},{'variant':'Honda City SV Petrol'},{'variant':'Honda City V Petrol'},{'variant':'Honda City SV Diesel'},{'variant':'Honda City V CVT Petrol'},{'variant':'Honda City V Diesel'},{'variant':'Honda City VX Petrol'},{'variant':'Honda City VX CVT Petrol'},{'variant':'Honda City VX Diesel'},{'variant':'Honda City ZX CVT Petrol'},{'variant':'Honda City ZX Diesel'}]";"[{'color':'Alabaster Silver Metallic'},{'color':'Carnelian Red Pearl'},{'color':'White Orchid Pearl'},{'color':'Golden Brown Metallic'},{'color':'Modern Steel Metallic'}]"
Bentley;https://www.carwale.com/bentley-cars/;Bentley Continental GTC;https://www.carwale.com/bentley-cars/continentalgtc/;Bentley Continental GTC;? 3.72 Crores;"[{'variant':'V8'},{'variant':'Convertible'},{'variant':'V8S'},{'variant':'Speed'}]";"[{'color':'Moonbeam'},{'color':'Granite'},{'color':'Aquamarine'},{'color':'Hallmark'},{'color':'Midnight Emerald'},{'color':'Windsor Blue'},{'color':'St. James Red (Solid)'},{'color':'Camel'},{'color':'Blue Crystal'},{'color':'Dark Sapphire'},{'color':'Thunder'},{'color':'Onyx'},{'color':'Anthracite'},{'color':'White Sand'},{'color':'Beluga'},{'color':'Glacier White'},{'color':'Silverlake'},{'color':'Breeze'}]"
Datsun;https://www.carwale.com/datsun-cars/;Datsun Redi-GO;https://www.carwale.com/datsun-cars/redi-go/;Datsun Redi-GO;? 2.47 Lakhs;"[{'variant':'D'},{'variant':'A'},{'variant':'T'},{'variant':'T (O)'},{'variant':'S'},{'variant':'Sport'}]";"[{'color':'Lime'},{'color':'White'},{'color':'Ruby'},{'color':'Silver'},{'color':'Grey'}]"
Fiat;https://www.carwale.com/fiat-cars/;Fiat Linea;https://www.carwale.com/fiat-cars/linea/;Fiat Linea;? 7.59 Lakhs;"[{'variant':'Active 1.4'},{'variant':'Active Multijet 1.3'},{'variant':'Dynamic Multijet 1.3'},{'variant':'Emotion Multijet 1.3'},{'variant':'Emotion T-Jet 1.4'}]";"[{'color':'Minimal Grey'},{'color':'Hip Hop Black'},{'color':'Pearl White'},{'color':'Magnesio Grey'},{'color':'Bronzo Tan'}]"
Land Rover;https://www.carwale.com/landrover-cars/;Land Rover Range Rover Evoque;https://www.carwale.com/landrover-cars/range-rover-evoque/;Land Rover Range Rover Evoque;? 47.22 Lakhs;"[{'variant':'Pure'},{'variant':'SE Trim'},{'variant':'SE'},{'variant':'SE Dynamic'},{'variant':'HSE'},{'variant':'HSE Dynamic'}]";"[{'color':'Fuji White'},{'color':'Yulong White'},{'color':'Indus Silver'},{'color':'Baltoro Ice'},{'color':'Corris Grey'},{'color':'Kaikoura Stone'},{'color':'Scotia Grey'},{'color':'Aintree Green'},{'color':'Loire Blue'},{'color':'Santorini Black'},{'color':'Firenze Red'},{'color':'Phoenix Orange'},{'color':'Silicon Silver'},{'color':'Aruba'},{'color':'Waitomo Grey'},{'color':'Carpathian Grey'},{'color':'Farallon Black'}]"
Mahindra;https://www.carwale.com/mahindra-cars/;Mahindra Verito;https://www.carwale.com/mahindra-cars/verito/;Mahindra Verito;? 7.43 Lakhs;"[{'variant':'1.5 D2 BS-IV'},{'variant':'1.5 D4 BS-IV'},{'variant':'1.5 D6 BS-IV'},{'variant':'E D2'},{'variant':'E D4'},{'variant':'E D6'}]";"[{'color':'Toreador Red'},{'color':'Fiery Black'},{'color':'Java Brown'},{'color':'Mist Silver'},{'color':'Diamond White'},{'color':'Rocky Beige'},{'color':'Dolphin Grey'}]"
Chevrolet;https://www.carwale.com/chevrolet-cars/;Chevrolet Trailblazer;https://www.carwale.com/chevrolet-cars/trailblazer/;Chevrolet Trailblazer;? 24.68 Lakhs;"[{'variant':'LTZ AT'}]";"[{'color':'Summit White'},{'color':'Black Sapphire'},{'color':'Switch Blade Silver'},{'color':'Satin Steel Grey'},{'color':'Sizzle Red'},{'color':'Blue Mountain'},{'color':'Auburn Brown'}]"
Maruti Suzuki;https://www.carwale.com/marutisuzuki-cars/;Maruti Suzuki Eeco;https://www.carwale.com/marutisuzuki-cars/eeco/;Maruti Suzuki Eeco;? 3.49 Lakhs;"[{'variant':'5 STR'},{'variant':'7 STR'},{'variant':'5 STR WITH A/C+HTR'},{'variant':'5 STR WITH HTR CNG'},{'variant':'5 STR WITH A/C+HTR CNG'}]";"[{'color':'Superior White'},{'color':'Pearl Midnight Black'},{'color':'Metallic Silky Silver'},{'color':'Metallic Passion Red'},{'color':'Metallic Breeze Blue'},{'color':'Metallic Glistening Grey'}]"
Nissan;https://www.carwale.com/nissan-cars/;Nissan Terrano;https://www.carwale.com/nissan-cars/terrano/;Nissan Terrano;? 10.09 Lakhs;"[{'variant':'XL (P)'},{'variant':'XE (D)'},{'variant':'XL O (D)'},{'variant':'XV Premium D'},{'variant':'XV Premium Auto Drive'}]";"[{'color':'Sandstone Brown'},{'color':'Bronze Grey'},{'color':'Sapphire Black'},{'color':'Blade Silver'},{'color':'Pearl White'},{'color':'Fire Red'}]"
Chevrolet;https://www.carwale.com/chevrolet-cars/;Chevrolet Sail;https://www.carwale.com/chevrolet-cars/sail/;Chevrolet Sail;? 5.6 Lakhs;"[{'variant':'1.2 Base'},{'variant':'1.2 LS'},{'variant':'1.2 LS ABS'},{'variant':'1.3 Base'},{'variant':'1.3 LS'},{'variant':'1.2 LT ABS'},{'variant':'1.3 LS ABS'},{'variant':'1.3 LT ABS'}]";"[{'color':'Switch Blade Silver'},{'color':'Caviar Black'},{'color':'Summit White'},{'color':'Sand Drift Grey'}]"
Ford;https://www.carwale.com/ford-cars/;Ford Endeavour;https://www.carwale.com/ford-cars/endeavour/;Ford Endeavour;? 26.12 Lakhs;"[{'variant':'Trend 2.2 4x2 AT'},{'variant':'Trend 2.2 4x4 MT'},{'variant':'Trend 3.2 4x4 AT'},{'variant':'Titanium 2.2 4x2 AT'},{'variant':'Titanium 3.2 4x4 AT'}]";"[{'color':'Sunset Red'},{'color':'Golden Bronze'},{'color':'Moondust Silver'},{'color':'Panther Black'},{'color':'Diamond White'},{'color':'Smoke Grey'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz E-Class;https://www.carwale.com/mercedesbenz-cars/e-class/;Mercedes-Benz E-Class;? 58.03 Lakhs;"[{'variant':'E 200'},{'variant':'E 220 d'},{'variant':'E 350 d'}]";"[{'color':'Obsidian Black'},{'color':'Iridium Silver'},{'color':'Citrine Brown'},{'color':'Selenite Grey'},{'color':'Polar White'}]"
Volvo;https://www.carwale.com/volvo-cars/;Volvo V40 Cross Country;https://www.carwale.com/volvo-cars/v40-cross-country/;Volvo V40 Cross Country;? 28.2 Lakhs;"[{'variant':'T4 Momentum'},{'variant':'D3 Inscription'}]";"[{'color':'Raw Copper'},{'color':'Passion Red Solid'},{'color':'Crystal White Pearl'},{'color':'Osmium Grey'},{'color':'Onyx Black'},{'color':'Denim Blue'},{'color':'Rich Java'}]"
Rolls-Royce;https://www.carwale.com/rollsroyce-cars/;Rolls-Royce Wraith;https://www.carwale.com/rollsroyce-cars/wraith/;Rolls-Royce Wraith;? 5.28 Crores;"[{'variant':'Sedan'}]";"[{'color':'Black'},{'color':'Sea Green'},{'color':'Madeira Red'},{'color':'Arctic White'}]"
Ford;https://www.carwale.com/ford-cars/;Ford EcoSport;https://www.carwale.com/ford-cars/ecosport/;Ford EcoSport;? 7.34 Lakhs;"[{'variant':'Ambiente 1.5L Ti-VCT'},{'variant':'Ambiente 1.5L TDCi'},{'variant':'Trend 1.5L Ti-VCT'},{'variant':'Trend 1.5L TDCi'},{'variant':'Trend+ 1.0L EcoBoost'},{'variant':'Trend+ 1.5L TDCi'},{'variant':'Trend+ 1.0L EcoBoost Black Edition'},{'variant':'Titanium 1.5L Ti-VCT'},{'variant':'Titanium 1.5L Ti-VCT Black Edition'},{'variant':'Trend+ 1.5L TDCi Black Edition'},{'variant':'Titanium 1.5L TDCi'},{'variant':'Titanium 1.5L TDCi Black Edition'},{'variant':'Titanium+ 1.0L EcoBoost'},{'variant':'Titanium 1.5L Ti-VCT AT'},{'variant':'Titanium+ 1.0L EcoBoost Black Edition'},{'variant':'Titanium 1.5L Ti-VCT Black Edition AT'},{'variant':'Titanium+ 1.5L TDCi'},{'variant':'Titanium+ 1.5L TDCi Black Edition'},{'variant':'Platinum Edition Petrol'},{'variant':'Platinum Edition Diesel'}]";"[{'color':'Mars Red'},{'color':'Diamond White'},{'color':'Kinetic Blue'},{'color':'Moondust Silver'},{'color':'Panther Black'},{'color':'Smoke Grey'},{'color':'Golden Bronze'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW M3;https://www.carwale.com/bmw-cars/m3/;BMW M3;? 1.27 Crores;"[{'variant':'Sedan'}]";"[{'color':'Alpine White'},{'color':'Black Sapphire'},{'color':'Silver Stone'},{'color':'Mineral Grey'},{'color':'Yas Marina Blue'},{'color':'Austin Yellow'},{'color':'Mineral White'},{'color':'Sakhir Orange'}]"
Toyota;https://www.carwale.com/toyota-cars/;Toyota Fortuner;https://www.carwale.com/toyota-cars/fortuner/;Toyota Fortuner;? 27.01 Lakhs;"[{'variant':'2.7 4x2 MT'},{'variant':'2.8 4x2 MT'},{'variant':'2.7 4x2 AT'},{'variant':'2.8 4x2 AT'},{'variant':'2.8 4x4 MT'},{'variant':'2.8 4x4 AT'}]";"[{'color':'Phantom Brown'},{'color':'Super White'},{'color':'Attitude Black'},{'color':'Avant-Grade Bronze'},{'color':'Grey Metallic'},{'color':'Silver Metallic'},{'color':'White Pearl Crystal Shine'}]"
Renault;https://www.carwale.com/renault-cars/;Renault Pulse;https://www.carwale.com/renault-cars/pulse/;Renault Pulse;? 5.18 Lakhs;"[{'variant':'RxL Petrol'},{'variant':'RxL ABS Diesel'},{'variant':'RxZ Diesel'}]";"[{'color':'Metallic Grey'},{'color':'Metallic Red'},{'color':'Pearl White'},{'color':'Solid Black'},{'color':'Cosmos Blue'},{'color':'Metallic Silver'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW 3 Series GT;https://www.carwale.com/bmw-cars/3-series-gt/;BMW 3 Series GT;? 44.47 Lakhs;"[{'variant':'320d Sport Line'},{'variant':'320d Luxury Line'},{'variant':'330i Luxury Line'}]";"[{'color':'Alpine White'},{'color':'Galcier Silver'},{'color':'Imperial Blue Brilliant Effect'},{'color':'Black Sapphire'},{'color':'Melbourne Red'},{'color':'Jatoba'},{'color':'Arctic Grey Brilliant Effect'}]"
Nissan;https://www.carwale.com/nissan-cars/;Nissan Micra Active;https://www.carwale.com/nissan-cars/micraactive/;Nissan Micra Active;? 4.69 Lakhs;"[{'variant':'XL'},{'variant':'XV'},{'variant':'XV Safety Pack'}]";"[{'color':'Sunshine Orange'},{'color':'Blade Silver'},{'color':'Brick Red'},{'color':'Storm White'},{'color':'Onyx Black'},{'color':'Turquoise Blue'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW X6;https://www.carwale.com/bmw-cars/x6/;BMW X6;? 1.23 Crores;"[{'variant':'xDrive40d M Sport'},{'variant':'M Coupe'}]";"[{'color':'Alpine White'},{'color':'Carbon Black'},{'color':'Mineral White'},{'color':'Flamenco Red Brillant Effect'},{'color':'Space Grey'},{'color':'Silver Stone'},{'color':'Black Sapphire'},{'color':'Melbourne Red'},{'color':'Long Beach Blue'},{'color':'Donington Grey'}]"
Audi;https://www.carwale.com/audi-cars/;Audi Q5;https://www.carwale.com/audi-cars/q5/;Audi Q5;? 49.68 Lakhs;"[{'variant':'30 TDI Premium Edition'},{'variant':'30 TDI Design Edition'},{'variant':'30 TDI Sports Edition'}]";"[{'color':'Ibis White'},{'color':'Moonlight Blue'},{'color':'Cuvae Silver'},{'color':'Maya Brown'},{'color':'Monsoon Grey'},{'color':'Phantom Black'}]"
BMW;https://www.carwale.com/bmw-cars/;BMW X3;https://www.carwale.com/bmw-cars/x3/;BMW X3;? 48.92 Lakhs;"[{'variant':'xDrive 20d Expedition'},{'variant':'xDrive-20d xLine'},{'variant':'xDrive 28i xLine'}]";"[{'color':'Black Sapphire'},{'color':'Deep Sea Blue'},{'color':'Melbourne Red'},{'color':'Alpine White'},{'color':'Carbon Black'},{'color':'Sparking Brown'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz GLE Coupe;https://www.carwale.com/mercedesbenz-cars/gle-coupe/;Mercedes-Benz GLE Coupe;? 94.02 Lakhs;"[{'variant':'43 4MATIC'}]";"[{'color':'Obsidian Black'},{'color':'Polar White'},{'color':'Cavansite Blue'},{'color':'Tenorite Grey'}]"
Mercedes-Benz;https://www.carwale.com/mercedesbenz-cars/;Mercedes-Benz A-Class;https://www.carwale.com/mercedesbenz-cars/a-class/;Mercedes-Benz A-Class;? 27.72 Lakhs;"[{'variant':'A 180'},{'variant':'A 180 Night Edition'},{'variant':'A 200d'},{'variant':'A 200d Night Edition'}]";"[{'color':'Cirrus White'},{'color':'Elbait Green'},{'color':'Jupiter Red'},{'color':'Polar Silver'}]"
